drug	gene	zvalue	pvalue
KU-C103443N	DDIT4	4.147035105	3.37e-05
KU-C103443N	TSC22D3	6.415081438	1.41e-10
KU-C103443N	MTHFD2	4.67753684	2.9e-06
KU-C103443N	PCK2	4.473841248	7.68e-06
KU-C103443N	PHGDH	5.98569838	2.15e-09
KU-C103443N	MAMLD1	5.471869116000001	4.45e-08
VU-0424206-1	CHEK1	4.382120829	1.18e-05
VU-0424206-1	ST6GALNAC2	4.262639277	2.02e-05
BRD-K55722623	ADO	4.344663349	1.39e-05
BRD-K55722623	AGL	4.941405114	7.76e-07
BRD-K26359746	KIF5C	4.281678124	1.85e-05
BRD-K86027709	ADGRG1	4.507372351	6.56e-06
BRD-K03641022	CHP1	4.587832192	4.48e-06
BRD-K57552429	SIRT3	4.762959337	1.91e-06
BRD-K41797142	FKBP14	4.0751374160000005	4.6e-05
BRD-K28452084	IKZF1	5.586899067	2.3100000000000002e-08
BRD-K28452084	SPAG4	4.612509986	3.98e-06
BRD-K28452084	SLC25A14	6.078810599	1.21e-09
BRD-K28452084	TERT	4.8079868910000005	1.52e-06
BRD-K28452084	ICAM1	5.904367069	3.5399999999999998e-09
BRD-K28452084	TLR4	5.846561342999999	5.02e-09
BRD-K28452084	PFKL	5.564145214	2.63e-08
BRD-K28452084	NARFL	5.839439595	5.24e-09
BRD-K28452084	PXMP2	4.634201588	3.58e-06
BRD-K28452084	DHDDS	5.0068095260000005	5.529999999999999e-07
BRD-K28452084	MAPK13	6.591657585	4.35e-11
BRD-K28452084	GPER1	5.741500616000001	9.379999999999999e-09
BRD-K28452084	ETS2	4.678359111000001	2.89e-06
BRD-K28452084	FLOT2	5.015575054	5.29e-07
BRD-K28452084	STT3A	4.6387001230000005	3.51e-06
BRD-K28452084	LTBP1	5.246000365	1.55e-07
BRD-K28452084	FAM53B	5.073246519	3.91e-07
BRD-K28452084	LGALS9	4.781819843	1.74e-06
BRD-K28452084	NOTCH3	5.791575446	6.9700000000000005e-09
BRD-K28452084	SORBS2	4.8443778989999995	1.27e-06
BRD-K28452084	MAL	6.313816511000001	2.72e-10
BRD-K28452084	TCF7	4.702874963999999	2.57e-06
BRD-K28452084	SRPX2	4.838007187	1.31e-06
BRD-K28452084	ITGA10	4.900835841	9.54e-07
BRD-K28452084	EIF2B5	5.5072545879999995	3.64e-08
BRD-K28452084	PDE4DIP	4.690999738	2.72e-06
BRD-K28452084	ELN	5.404515892999999	6.5e-08
BRD-K28452084	ITPKC	4.694259562	2.68e-06
BRD-K28452084	LARS	4.738234287	2.16e-06
BRD-K28452084	MCCC1	4.90986341	9.109999999999999e-07
BRD-K28452084	TBC1D17	4.952425798999999	7.33e-07
BRD-K28452084	NES	5.1337276769999995	2.84e-07
BRD-K28452084	TMEM140	5.292249394	1.2099999999999998e-07
BRD-K28452084	COPZ2	4.660363608	3.16e-06
BRD-K28452084	FGGY	5.530956412	3.18e-08
BRD-K28452084	KDM5C	5.3446668939999995	9.06e-08
BRD-K28452084	HPS1	5.312441261	1.08e-07
BRD-K28452084	INPP5D	5.509387567999999	3.6e-08
BRD-K28452084	MME	4.813321995	1.48e-06
BRD-K28452084	CD4	4.581072866	4.63e-06
BRD-K28452084	LRRC32	5.830068503	5.5399999999999995e-09
BRD-K28452084	MVK	4.760062522	1.94e-06
BRD-K28452084	SLC16A2	5.225487118999999	1.74e-07
BRD-K28452084	POM121	5.719889352	1.07e-08
BRD-K28452084	SOD3	4.787688307	1.69e-06
BRD-K28452084	DYNC1I1	5.79280072	6.920000000000001e-09
BRD-K28452084	CD3E	5.6168578479999995	1.94e-08
BRD-K28452084	ACAN	4.624074654	3.76e-06
BRD-K28452084	TNNT3	5.146097003	2.66e-07
BRD-K28452084	ZNF107	4.773539646000001	1.81e-06
BRD-K28452084	USP5	5.254471665	1.48e-07
BRD-K28452084	SPN	4.741783878000001	2.12e-06
BRD-K28452084	LRRC23	4.657574089	3.2e-06
BRD-K28452084	PTGIR	5.877016166000001	4.18e-09
BRD-K28452084	CCDC9	5.113603653	3.16e-07
BRD-K28452084	EYA3	4.615332993	3.92e-06
BRD-K28452084	DGKG	4.637628113	3.52e-06
BRD-K28452084	NOVA2	4.912845568	8.98e-07
BRD-K28452084	KRT31	4.684131155	2.81e-06
BRD-K28452084	HOXC5	4.7926531269999995	1.65e-06
BRD-K28452084	KCND1	5.60731664	2.0499999999999998e-08
BRD-K28452084	CA6	5.493701315	3.94e-08
BRD-K28452084	MATN1	4.907162683999999	9.240000000000001e-07
BRD-K28452084	SLC6A11	4.9624412630000005	6.96e-07
BRD-K28452084	NBR2	5.395239341	6.84e-08
BRD-K28452084	ADAM11	4.848646458999999	1.24e-06
BRD-K28452084	LIPE	4.906532412	9.27e-07
BRD-K28452084	CCR4	4.636320923	3.55e-06
BRD-K28452084	OR10H3	6.445211596	1.15e-10
BRD-K28452084	HOXA3	5.144740172	2.68e-07
BRD-K28452084	EXTL3	5.372139413999999	7.780000000000001e-08
BRD-K28452084	PLD2	4.686166816	2.78e-06
BRD-K28452084	ERAP1	5.061031159	4.1700000000000004e-07
BRD-K28452084	RDH5	5.297869995	1.1699999999999999e-07
BRD-K28452084	REM1	5.760574807	8.38e-09
BRD-K28452084	FABP6	5.628707801	1.82e-08
BRD-K28452084	IQCB1	4.669757882	3.02e-06
BRD-K28452084	FMO2	5.695371085	1.23e-08
BRD-K28452084	RUNDC3A	4.574969653	4.76e-06
BRD-K28452084	DLX5	4.701147668	2.59e-06
BRD-K28452084	BGN	4.773981013999999	1.81e-06
BRD-K28452084	PAK7	4.686985013999999	2.77e-06
BRD-K28452084	CA5B	5.210570776	1.8800000000000002e-07
BRD-K28452084	TNFRSF4	4.764077685	1.9e-06
BRD-K28452084	GPR3	5.236799619	1.6300000000000002e-07
BRD-K28452084	FBXW4P1	5.807881656	6.33e-09
BRD-K28452084	NRIP2	4.869555705	1.12e-06
BRD-K28452084	WDR62	4.937526218	7.909999999999999e-07
BRD-K28452084	DGCR11	4.6900149010000005	2.73e-06
BRD-K28452084	ST14	4.648617923	3.34e-06
BRD-K28452084	ZSCAN18	5.000175856	5.73e-07
BRD-K28452084	TUT1	4.670845656	3e-06
BRD-K28452084	WDR60	4.833757655	1.34e-06
BRD-K28452084	LRRC49	5.656463313	1.55e-08
BRD-K28452084	CEND1	5.148476806000001	2.63e-07
BRD-K28452084	WDR25	5.215540375	1.83e-07
BRD-K28452084	B9D2	6.225536687000001	4.8e-10
BRD-K28452084	RNF122	4.990675218	6.02e-07
BRD-K28452084	PDCD1LG2	4.944379078	7.64e-07
BRD-K28452084	PLEKHA8P1	4.5913865739999995	4.4e-06
BRD-K28452084	CXorf21	4.67410581	2.95e-06
BRD-K28452084	ADM2	5.232544507	1.67e-07
BRD-K28452084	SLC9A5	4.662244982	3.13e-06
BRD-K28452084	TBX21	4.6316650710000005	3.63e-06
BRD-K28452084	SLC24A2	4.693610085	2.68e-06
BRD-K28452084	PGLYRP4	4.574269678	4.78e-06
BRD-K28452084	CIDEA	5.237151744	1.6300000000000002e-07
BRD-K28452084	WDR4	5.012531233	5.37e-07
BRD-K28452084	GPR137	5.581679593	2.3799999999999998e-08
BRD-K28452084	ENOX2	6.05506152	1.4000000000000001e-09
BRD-K28452084	FBXO41	4.933825601000001	8.06e-07
BRD-K46575753	SNAP25	4.1195478660000004	3.8e-05
BRD-K93994036	HDGFRP3	4.586217066000001	4.51e-06
BRD-K93994036	EAPP	4.929816626	8.23e-07
BRD-K16934333	PRUNE	4.62948444	3.67e-06
BRD-K55155550	IL1B	4.395937091	1.1e-05
BRD-K55155550	PTK2B	6.58670696	4.5e-11
BRD-K55155550	TGFB3	4.68905604	2.74e-06
BRD-K55155550	DFFA	4.836071266	1.32e-06
BRD-K55155550	DNMT3A	5.393509614	6.91e-08
BRD-K55155550	IFNAR1	5.844194545	5.0900000000000004e-09
BRD-K55155550	ARHGAP1	4.54842471	5.4e-06
BRD-K55155550	KIAA0196	5.4503483720000006	5.03e-08
BRD-K55155550	PAFAH1B1	4.095551778	4.210000000000001e-05
BRD-K55155550	PSRC1	4.451731155	8.52e-06
BRD-K55155550	JUN	4.2043663989999995	2.62e-05
BRD-K55155550	ZNF395	4.366112289	1.26e-05
BRD-K55155550	KIT	4.436194873	9.16e-06
BRD-K55155550	RAB27A	4.423110821	9.73e-06
BRD-K55155550	LGALS8	4.08651162	4.3799999999999994e-05
BRD-K55155550	RAB21	5.045513511	4.52e-07
BRD-K55155550	GFOD1	4.561122115	5.09e-06
BRD-K55155550	UGP2	4.822652097	1.42e-06
BRD-K55155550	SLIT3	4.644134708999999	3.42e-06
BRD-K55155550	DCX	4.929456435	8.25e-07
BRD-K55155550	AP3B2	4.588952925	4.45e-06
BRD-K55155550	ZNF74	4.724502483	2.31e-06
BRD-K55155550	HK3	4.801209672	1.58e-06
BRD-K55155550	ZNF623	6.216230797000001	5.09e-10
BRD-K55155550	MYBPH	4.759337616	1.94e-06
BRD-K55155550	LY6G6C	5.112154323	3.19e-07
BRD-K55155550	ZNF667	4.637383323	3.53e-06
BRD-K55155550	ARMCX4	5.373059007	7.74e-08
BRD-K55155550	KCNA1	4.816218431	1.46e-06
BRD-K55155550	PFKFB2	4.967006677	6.8e-07
BRD-K55155550	CCL11	4.715343079	2.41e-06
BRD-K55155550	FGF5	4.697667374	2.63e-06
BRD-K55155550	KCNB1	5.438809827999999	5.3600000000000004e-08
BRD-K55155550	ANGPTL2	5.296674385	1.1800000000000001e-07
BRD-K55155550	MMP24	5.101216137	3.37e-07
BRD-K55155550	ZKSCAN4	6.032307481	1.62e-09
BRD-K55155550	CA5B	4.6540948989999995	3.25e-06
BRD-K55155550	MYO16	5.515898005	3.47e-08
BRD-K55155550	NPIPB3	4.777338107	1.78e-06
BRD-K55155550	DCAF16	4.632057757	3.62e-06
BRD-K55155550	TRHDE	4.945283252	7.6e-07
BRD-K55155550	PPP1R9A	4.812394727	1.49e-06
BRD-K55155550	ZNF83	4.8047755080000005	1.55e-06
BRD-K55155550	FAM110B	4.579786838	4.65e-06
BRD-K55155550	AGFG2	4.7227834810000004	2.33e-06
BRD-K48844671	TBP	4.3495870530000005	1.36e-05
BRD-K48844671	DENND2D	4.670000035	3.01e-06
BRD-K89692698	DHRS9	5.321402903	1.0300000000000001e-07
BRD-K04445149	RRP8	4.543017798999999	5.55e-06
BRD-K04445149	CHEK2	4.512443316000001	6.41e-06
BRD-K04445149	TBXA2R	4.1992516680000005	2.68e-05
BRD-K04445149	ORC1	4.314129834	1.6e-05
BRD-K04445149	JADE2	4.063537739	4.83e-05
BRD-K04445149	C2CD2	4.440817044	8.96e-06
BRD-K04445149	MAL	4.920387478	8.64e-07
endo-IWR-1	BRCA1	4.5847026269999995	4.55e-06
endo-IWR-1	ETV1	4.384174318	1.1599999999999999e-05
endo-IWR-1	ALDOA	4.093808392	4.24e-05
endo-IWR-1	HMGA2	4.2533082360000005	2.11e-05
endo-IWR-1	TFDP1	4.492556324	7.04e-06
endo-IWR-1	COG4	4.37873382	1.1900000000000001e-05
endo-IWR-1	XBP1	4.622475347	3.79e-06
endo-IWR-1	KIF1BP	4.339374038	1.4300000000000002e-05
endo-IWR-1	B4GAT1	4.288620683	1.8e-05
endo-IWR-1	CETN3	4.860790826000001	1.17e-06
endo-IWR-1	PLSCR1	5.180952126	2.21e-07
endo-IWR-1	LAMA3	4.578359011	4.69e-06
endo-IWR-1	XPO7	4.440804688	8.96e-06
endo-IWR-1	NRIP1	4.242052907	2.2100000000000002e-05
endo-IWR-1	CBR3	4.75844892	1.95e-06
endo-IWR-1	ZNF207	4.605810056	4.11e-06
endo-IWR-1	ZMYND11	5.155576208	2.53e-07
endo-IWR-1	MPV17	4.653670114	3.26e-06
endo-IWR-1	ACP6	4.570654911	4.86e-06
endo-IWR-1	RNF146	4.893325802	9.91e-07
BRD-K39014692	CHEK1	4.348991094	1.3699999999999998e-05
BRD-K03406275	ABCC5	4.109474332	3.97e-05
BRD-K03406275	CRIP1	4.70253973	2.57e-06
BRD-K96741939	PRKCD	4.181068019	2.8999999999999997e-05
BRD-K96741939	MAST2	4.467295865	7.92e-06
BRD-K88114920	NR3C1	4.215984496	2.49e-05
BRD-K77456132	KIF5C	4.571418447	4.84e-06
BRD-K77456132	GPER1	5.164233981000001	2.41e-07
BRD-K41540007	FANCE	4.743043535	2.11e-06
BRD-K82003968	MOK	4.35096854	1.36e-05
BRD-K13308287	CASK	4.945648684	7.590000000000001e-07
BRD-K13308287	CD58	4.570183784	4.87e-06
betamethasone	FOXO3	6.037123537	1.57e-09
betamethasone	IL1B	4.138940648	3.4899999999999995e-05
betamethasone	SERPINE1	4.326011899	1.52e-05
betamethasone	PRKAG2	4.6260901389999995	3.73e-06
betamethasone	NFKBIA	5.6677010370000005	1.4499999999999999e-08
betamethasone	DDIT4	5.127570405	2.94e-07
betamethasone	PRKCD	4.910123264	9.1e-07
betamethasone	TSC22D3	9.180442975	4.2900000000000004e-20
betamethasone	ZFP36	4.563614524	5.03e-06
betamethasone	NOL3	4.820594759	1.43e-06
betamethasone	PDLIM1	4.936887775	7.94e-07
betamethasone	CEBPD	4.798409555	1.6e-06
betamethasone	FKBP5	5.576095781	2.46e-08
betamethasone	ZBTB16	6.01055131	1.85e-09
BRD-K69664985	EIF4EBP1	4.086459504	4.3799999999999994e-05
BRD-K69664985	CXCL2	4.382028942	1.18e-05
BRD-K69664985	XBP1	4.989370714	6.06e-07
BRD-K69664985	KIAA0100	5.216822485	1.82e-07
BRD-K69664985	ETFB	4.327165312	1.51e-05
BRD-K69664985	TXLNA	4.329624685	1.49e-05
BRD-K69664985	DNM1	4.799459713	1.59e-06
BRD-K69664985	NUP62	5.924937056	3.12e-09
BRD-K69664985	RAD9A	4.688395212	2.75e-06
BRD-K69664985	TATDN2	4.8629467580000005	1.16e-06
BRD-K69664985	MTHFD2	4.250040027	2.14e-05
BRD-K69664985	PIP4K2B	4.446592845	8.72e-06
BRD-K69664985	AARS	4.055247724	5.01e-05
BRD-K69664985	MAN2B1	4.924787538	8.45e-07
BRD-K69664985	GAA	6.55171526	5.69e-11
BRD-K69664985	TSPAN3	4.280543723	1.86e-05
BRD-K69664985	PHGDH	4.083223766000001	4.44e-05
BRD-K69664985	ACLY	4.274129239	1.92e-05
BRD-K69664985	MCUR1	4.653528849	3.26e-06
BRD-K69664985	GRB10	5.607784419	2.0499999999999998e-08
BRD-K69664985	NRIP1	4.092691806	4.26e-05
BRD-K69664985	MLH3	4.676985602	2.91e-06
BRD-K69664985	KDM2A	4.869327483	1.12e-06
BRD-K99795671	TMEM2	4.203621358	2.6300000000000002e-05
BRD-K99795671	NUP62	5.120413172	3.05e-07
BRD-K99795671	GRB10	4.759641775	1.94e-06
BRD-K37160541	PFKL	4.763396361	1.9e-06
BRD-K17750548	CNOT4	4.120092803	3.79e-05
BRD-K16724492	CERK	6.0577618	1.3800000000000002e-09
BRD-K66710853	NPC1	4.224829935	2.3899999999999998e-05
BRD-K66710853	ADO	5.022573261000001	5.1e-07
BRD-K86694468	HS2ST1	4.525786124	6.02e-06
BRD-K86694468	GPER1	4.145461603	3.39e-05
BRD-K47303556	NOS3	4.11979593	3.79e-05
BRD-K47303556	WDTC1	4.6265192630000005	3.72e-06
BRD-K47303556	STAP2	4.47710871	7.57e-06
BRD-K47303556	GATA3	4.512431844	6.41e-06
BRD-K19985802	RAC2	5.411754902	6.24e-08
BRD-K19985802	MBTPS1	4.508335088	6.53e-06
BRD-K89631978	STAT5B	5.492329707000001	3.9700000000000005e-08
BRD-K01383339	MAMLD1	4.11840646	3.82e-05
BRD-K01006500	MSRA	4.166903995	3.09e-05
BRD-K01006500	SCN1B	4.695936659	2.65e-06
BRD-K01006500	RIMS2	4.846087141	1.26e-06
BRD-K08325710	SIRT3	5.977561167999999	2.27e-09
BRD-K08325710	AGL	5.793614806	6.890000000000001e-09
BRD-K42173890	USP7	4.134723866	3.5499999999999996e-05
BRD-K51556457	NNT	4.0743014539999995	4.6200000000000005e-05
BRD-K80648041	CEBPA	4.172524141	3.01e-05
BRD-K80648041	GAA	4.508589566	6.53e-06
BRD-K80648041	BLMH	4.171956139	3.02e-05
BRD-K80648041	ICMT	4.293203568	1.76e-05
SA-1459172	HS2ST1	5.518039699	3.43e-08
BRD-K06111088	FOXO3	4.862688663999999	1.16e-06
BRD-K06111088	CASP10	4.3371865960000004	1.4400000000000001e-05
aniracetam	MAMLD1	5.518469711	3.42e-08
BRD-K88195243	ST6GALNAC2	4.925688825	8.41e-07
BRD-K05549170	FBXO11	5.265980531	1.3900000000000001e-07
BRD-K05549170	SESN1	5.185458905	2.15e-07
BRD-K05549170	FEM1C	4.629078563999999	3.67e-06
BRD-K05549170	GPR65	4.618871722	3.86e-06
BRD-K05549170	ZNF14	4.989006068	6.070000000000001e-07
BRD-K72772617	OXCT1	7.102103582000001	1.23e-12
BRD-K72772617	VAV3	4.56676053	4.95e-06
ellipticine	BLCAP	4.6357697380000005	3.56e-06
ellipticine	INPP1	4.4421464660000005	8.91e-06
ellipticine	CNOT4	5.182298405	2.19e-07
ellipticine	DPP8	4.645874473	3.39e-06
BRD-K74656908	HDAC6	4.062131078	4.8599999999999995e-05
BRD-K74656908	KIAA0100	4.1470429289999995	3.37e-05
BRD-K74656908	ETFB	4.3455496	1.39e-05
BRD-K74656908	NUP62	4.810121584	1.51e-06
BRD-K74656908	TATDN2	4.096952206	4.1899999999999995e-05
BRD-K74656908	GAA	5.207097161	1.92e-07
BRD-K74656908	BLMH	4.560322848999999	5.11e-06
BRD-K74656908	GRB10	5.232636632	1.67e-07
BRD-K20168484	XBP1	4.208685003	2.57e-05
BRD-K20168484	DDIT4	4.741242314	2.12e-06
BRD-K20168484	TSC22D3	4.624054162	3.76e-06
BRD-K00422823	ICAM3	4.097916691	4.1700000000000004e-05
BRD-K00422823	SYNGR3	4.120901032	3.77e-05
BRD-K21400342	TBP	4.338391796	1.4400000000000001e-05
BRD-K21400342	CXCL2	4.860871091	1.17e-06
BRD-K21400342	XBP1	5.115708957	3.13e-07
BRD-K21400342	KIAA0100	4.20103154	2.6600000000000003e-05
BRD-K21400342	SCCPDH	4.074238133	4.6200000000000005e-05
BRD-K21400342	UBE2A	4.08980327	4.3200000000000007e-05
BRD-K21400342	NUP62	5.172216403	2.3100000000000002e-07
BRD-K21400342	SCP2	5.083274584	3.7100000000000003e-07
BRD-K21400342	PIP4K2B	4.371734621	1.23e-05
BRD-K21400342	PGRMC1	4.399779194	1.0800000000000002e-05
BRD-K21400342	CRYZ	4.108767663	3.98e-05
BRD-K21400342	GAA	4.582620649	4.59e-06
BRD-K21400342	MCUR1	5.328036513	9.93e-08
BRD-K21400342	SORD	5.335092624	9.55e-08
BRD-K70435062	ABCC5	4.387971324	1.1400000000000001e-05
BRD-K02131961	GNPDA1	5.146349608	2.66e-07
BRD-K83859302	C2CD2	4.458746445	8.24e-06
BRD-K83859302	CDH3	4.415792163	1.01e-05
BRD-K48030215	PRKCH	6.0173269739999995	1.7699999999999999e-09
BRD-K81202141	EVL	4.380939164	1.18e-05
BRD-A93942655	HMOX1	4.351165088999999	1.3500000000000001e-05
BRD-K86652643	PAK1	4.768888655	1.85e-06
BRD-K21473123	ADAM10	4.074385832	4.61e-05
graveoline	HLA-DMA	6.41462472	1.41e-10
graveoline	ERBB3	4.449600263	8.6e-06
graveoline	CDK6	4.217473298	2.47e-05
graveoline	GNAI1	4.744425695	2.09e-06
graveoline	CDKN2A	5.4230466260000005	5.86e-08
graveoline	EML3	4.216018445	2.49e-05
graveoline	PRUNE	5.209089006	1.9e-07
graveoline	NNT	5.4561276560000005	4.87e-08
graveoline	SLC11A2	5.033913838999999	4.81e-07
graveoline	LGALS8	4.793551479	1.64e-06
graveoline	IKBKE	4.92525951	8.42e-07
graveoline	FAM63A	4.917545412	8.76e-07
graveoline	HLA-DQB1	4.632105236	3.62e-06
BRD-K31220088	ADO	4.794570452	1.63e-06
BRD-K06020002	GNG4	4.647834216000001	3.35e-06
SD-6-035-A3	TBX2	4.662648666	3.12e-06
SD-6-035-A3	DENND2D	5.62987355	1.8e-08
BRD-K80563095	PRKX	4.055943285	4.99e-05
BRD-K43774268	E2F2	4.69597259	2.65e-06
BRD-K43774268	DDX42	4.173865291	2.99e-05
GNF-2	GHR	6.034443481	1.6e-09
BRD-K64273758	NUP62	4.546000562	5.47e-06
DM-161	FGFR2	4.350205358999999	1.36e-05
BRD-K98320434	LYN	4.183116103	2.8800000000000002e-05
BRD-K46593635	CASK	4.072315157	4.6500000000000005e-05
BRD-K10082717	STAP2	4.707919051	2.5e-06
BRD-K10082717	TIAM1	4.247524864	2.1600000000000003e-05
BRD-K58761147	SKP1	4.175351146000001	2.98e-05
BRD-K58761147	CXCL2	4.512365733999999	6.41e-06
BRD-K58761147	HDAC6	4.218769651000001	2.46e-05
BRD-K58761147	KIAA0100	5.395625536	6.83e-08
BRD-K58761147	TXLNA	4.7241785730000005	2.31e-06
BRD-K58761147	TM9SF2	4.122680039	3.74e-05
BRD-K58761147	FBXO7	4.056375907	4.98e-05
BRD-K58761147	NUP62	5.618676204	1.92e-08
BRD-K58761147	B4GAT1	4.550330194	5.36e-06
BRD-K58761147	RAD9A	4.496432116	6.91e-06
BRD-K58761147	TATDN2	4.882551562	1.05e-06
BRD-K58761147	PIP4K2B	4.439126841	9.03e-06
BRD-K58761147	MAN2B1	4.449790211	8.6e-06
BRD-K58761147	DCTD	4.059275475	4.92e-05
BRD-K58761147	BECN1	4.065733485	4.79e-05
BRD-K58761147	GAA	6.289365865	3.19e-10
BRD-K58761147	SKIV2L	4.2752655	1.91e-05
BRD-K58761147	TSPAN3	4.567973797	4.92e-06
BRD-K58761147	NET1	4.4779328110000005	7.54e-06
BRD-K58761147	ACLY	4.454645854	8.4e-06
BRD-K58761147	MCUR1	4.240175403	2.23e-05
BRD-K58761147	GRB10	4.600337959	4.22e-06
BRD-K58761147	PJA2	5.073497457	3.91e-07
BRD-K58761147	SRP72	5.229920009	1.7e-07
BRD-K58761147	KDM2A	4.992104865	5.970000000000001e-07
BRD-K58761147	RNF220	4.600757351	4.21e-06
MD-041	CDK5R1	5.91269917	3.37e-09
MD-041	HMOX1	4.073540219	4.6299999999999994e-05
MD-041	PMAIP1	4.140172499	3.47e-05
MD-041	HERPUD1	4.333588511	1.47e-05
MD-041	FOS	4.473884711	7.68e-06
MD-041	ARC	4.7212284239999995	2.34e-06
BRD-K33909884	STAT5B	4.1821091589999995	2.8899999999999998e-05
BRD-K77774562	STAP2	6.639873529	3.14e-11
BRD-K77774562	ADCK3	6.888513371	5.639999999999999e-12
BRD-K77774562	SSBP2	4.538009649	5.68e-06
parbendazole	PAX8	4.607451049	4.08e-06
parbendazole	LOXL1	4.977359465	6.45e-07
BRD-K35389996	LPAR2	4.862091527	1.16e-06
BRD-K22743786	TPD52L2	4.297780735	1.73e-05
BRD-K02515288	PIK3CA	4.083559768	4.44e-05
BRD-K02515288	CALM3	4.761066986	1.93e-06
BRD-K02515288	GRB7	4.405923479	1.05e-05
BRD-K02515288	EFCAB14	4.419186755	9.91e-06
BRD-K02515288	ZNF395	4.771394818	1.83e-06
BRD-K02515288	CEBPD	4.521236176	6.15e-06
BRD-K36864553	INTS3	4.114848746	3.87e-05
BRD-K36864553	KLHL9	6.432001859	1.26e-10
BRD-K30443205	LGALS8	4.191161097	2.78e-05
BRD-K30443205	DNAJC15	4.8160421939999996	1.46e-06
BRD-K30443205	CYB561	4.7375708	2.16e-06
BRD-K30443205	ADGRG1	4.1438017	3.4200000000000005e-05
VU-0403126	PHGDH	4.820027388	1.44e-06
BRD-K85853281	PCDHA9	4.774252123999999	1.8e-06
BRD-K85853281	COL3A1	4.727277385	2.28e-06
BRD-K81331655	TMEM110	4.33626342	1.4499999999999998e-05
JPR-3-97-17	GPER1	5.073683026	3.9e-07
rescinnamine	PRUNE	5.236391806	1.6399999999999999e-07
SA-3676	TICAM1	4.60675369	4.09e-06
SA-3676	INPP1	5.262316055	1.42e-07
BRD-K20315727	CNOT4	4.080427203	4.5e-05
BRD-K45627302	CXCL2	4.597265948	4.28e-06
BRD-K45627302	GFPT1	4.763451996000001	1.9e-06
BRD-K45627302	HERPUD1	6.091090887999999	1.1199999999999999e-09
BRD-K85886293	STK10	4.058767959	4.93e-05
BRD-K40963620	PRKCH	4.4516013039999995	8.52e-06
BRD-K40963620	CASP2	4.971295904	6.65e-07
BRD-K40963620	NR3C1	5.168777335	2.3600000000000002e-07
BRD-K08448573	TSC22D3	4.980353246	6.35e-07
BRD-K08448573	AARS	4.292609256	1.77e-05
BRD-K08448573	ARHGEF2	5.11696793	3.1e-07
BRD-K08448573	CEBPG	5.013205908	5.35e-07
BRD-K51329831	RTN2	4.407521394	1.05e-05
BRD-K51329831	ADAM10	7.143275901	9.109999999999999e-13
BRD-K51329831	CLOCK	4.628557006	3.68e-06
BRD-K51329831	RPN2	4.92853641	8.28e-07
BRD-K51329831	SMARCD1	4.573503457	4.8e-06
BRD-K51329831	ELF2	5.041193043	4.6299999999999995e-07
BRD-K92543914	MSMO1	4.760159495	1.93e-06
F-1566-0341	RHEB	5.083144192	3.7100000000000003e-07
F-1566-0341	TICAM1	4.200112096	2.6700000000000002e-05
F-1566-0341	CDK5R1	4.804162037	1.55e-06
F-1566-0341	HMOX1	6.020927088	1.7300000000000002e-09
F-1566-0341	FOSL1	4.1672967000000005	3.0799999999999996e-05
F-1566-0341	GABPB1	6.1385094	8.33e-10
F-1566-0341	XBP1	4.779615099	1.76e-06
F-1566-0341	ZNF274	5.0691511369999995	4e-07
F-1566-0341	FHL2	4.356848692	1.32e-05
F-1566-0341	INPP1	4.531906319	5.85e-06
F-1566-0341	CDKN1A	5.866460547999999	4.45e-09
F-1566-0341	ARHGEF2	5.101861895	3.36e-07
F-1566-0341	NFIL3	4.07882182	4.5299999999999997e-05
F-1566-0341	P4HA2	5.0427568030000005	4.5899999999999997e-07
F-1566-0341	RNMT	4.057683515	4.96e-05
F-1566-0341	HERPUD1	4.210356974	2.55e-05
F-1566-0341	KDM3A	4.087771913	4.36e-05
F-1566-0341	BAG3	5.46212927	4.7000000000000004e-08
F-1566-0341	ANKRD10	4.23166929	2.3199999999999998e-05
F-1566-0341	ZC3H15	5.82960576	5.560000000000001e-09
F-1566-0341	PPP1R15A	5.7824345589999995	7.36e-09
F-1566-0341	RSRC2	4.920431127	8.64e-07
F-1566-0341	PSMD12	4.580249891	4.64e-06
F-1566-0341	DNAJB9	5.755197278	8.65e-09
F-1566-0341	PLAGL2	5.195226719	2.0399999999999997e-07
F-1566-0341	STAM	5.316585558	1.06e-07
F-1566-0341	ZBTB43	4.70899529	2.49e-06
F-1566-0341	CEBPG	5.520510692999999	3.38e-08
F-1566-0341	HIVEP1	4.605122525	4.12e-06
F-1566-0341	SERPINB8	4.902905393	9.440000000000001e-07
F-1566-0341	NECAP1	4.622470862	3.79e-06
F-1566-0341	DDIT3	5.901597643	3.6e-09
F-1566-0341	ITCH	4.757886761	1.96e-06
F-1566-0341	STX12	4.8972612380000005	9.72e-07
F-1566-0341	BTG3	4.85757905	1.19e-06
F-1566-0341	MT1M	4.778080298	1.77e-06
F-1566-0341	KCMF1	4.7100658410000005	2.48e-06
F-1566-0341	GTF3C3	5.411575916	6.25e-08
F-1566-0341	USP16	4.984139405	6.22e-07
F-1566-0341	PLBD1	4.648876938	3.34e-06
F-1566-0341	EIF2AK3	4.790655023999999	1.66e-06
F-1566-0341	HBEGF	4.766691575	1.87e-06
F-1566-0341	IL1RL1	4.935303887	8e-07
BRD-K17122788	SLC25A14	4.531329484	5.86e-06
BRD-K17122788	CXCR4	4.231536853	2.3199999999999998e-05
lomatin	RAB27A	4.376215285	1.21e-05
