drug	gene	zvalue	pvalue
BRD-K55851396	S100A4	-4.425521400000001	9.62e-06
BRD-K55851396	PSMG1	-4.504199056	6.66e-06
BRD-K55851396	DRAP1	-4.5866453510000005	4.5e-06
BRD-K55851396	PRSS23	-4.923448172	8.5e-07
BRD-K55851396	ANXA7	-4.158102162	3.21e-05
BRD-K55851396	TXNRD1	-4.815340599	1.47e-06
BRD-K55851396	TMCO1	-4.67944837	2.88e-06
BRD-K62384871	BLVRA	-4.262930807	2.02e-05
BRD-K13318664	PCNA	-4.312123385	1.62e-05
BRD-A24054354	TMEM2	-4.720745324	2.35e-06
BML-259	CDC25B	-6.923230507	4.410000000000001e-12
BML-259	COX11	-5.059059723	4.21e-07
BML-259	GALC	-5.251999838	1.5e-07
ergocryptine	CCNB1	-5.150377211	2.6e-07
ergocryptine	CLTB	-4.719352762	2.37e-06
BRD-K28117690	MTFR1	-4.390268875	1.13e-05
BRD-K43524201	SQSTM1	-4.321064867	1.55e-05
BRD-K43524201	IGFBP3	-4.223086499	2.4100000000000003e-05
BRD-K43524201	TIMELESS	-4.2708286939999995	1.95e-05
BRD-K43524201	BLVRA	-4.6549538230000005	3.24e-06
BRD-K78524708	NUP88	-4.830550499	1.36e-06
BRD-K44916273	DNAJA3	-4.777563374	1.77e-06
BRD-K44916273	SDC1	-4.9789650530000005	6.389999999999999e-07
BRD-K89009594	RAP1GAP	-4.682320622	2.84e-06
BRD-K89009594	RNH1	-4.148486268	3.35e-05
brucine	LGMN	-4.079493822	4.51e-05
brucine	HAT1	-4.2182509480000006	2.46e-05
brucine	AKR7A2	-4.326304164	1.52e-05
brucine	STUB1	-4.887509184	1.02e-06
brucine	RNH1	-4.403830508	1.06e-05
brucine	CNDP2	-4.146325532	3.3799999999999995e-05
brucine	TNIP1	-4.39971354	1.0800000000000002e-05
brucine	VPS28	-5.036539404	4.74e-07
brucine	RPA3	-4.372290399	1.23e-05
brucine	TES	-4.1913839269999995	2.7699999999999996e-05
brucine	VIM	-6.666905585	2.6100000000000002e-11
brucine	TKT	-4.722045769	2.33e-06
brucine	HDAC3	-5.300434968999999	1.1599999999999999e-07
brucine	INTS12	-4.770016931000001	1.84e-06
brucine	CAAP1	-4.598405723	4.26e-06
brucine	SLC47A1	-4.591645671	4.4e-06
BRD-K30155575	FZD1	-4.443997593	8.83e-06
BRD-K30155575	EIF5	-4.084086603	4.429999999999999e-05
BRD-K30155575	TRIB3	-5.4307101079999995	5.6100000000000006e-08
SA-1925246	ELOVL6	-4.327350121	1.51e-05
BRD-K39032190	MLEC	-4.509089713	6.51e-06
BRD-K39032190	AKR7A2	-4.945170573	7.609999999999999e-07
BRD-K64285892	GMNN	-6.503106605	7.87e-11
BRD-K64285892	GTPBP8	-5.599209527	2.15e-08
BRD-K41220170	LSM5	-4.0644476780000005	4.8100000000000004e-05
BRD-K96625837	GHR	-6.176270213	6.56e-10
BRD-K96625837	DECR1	-4.585756202	4.52e-06
BRD-K96625837	DNAJA3	-5.417089324	6.06e-08
BRD-K96625837	ADCK3	-5.977309363	2.27e-09
BRD-K96625837	LSM5	-5.60580347	2.0699999999999997e-08
BRD-K96625837	GOLT1B	-6.070631667000001	1.27e-09
BRD-K96625837	FBXO21	-5.365131934	8.09e-08
BRD-K96625837	UGDH	-5.397253412	6.769999999999999e-08
BRD-K39635970	CDC20	-4.079596025	4.51e-05
BRD-K39635970	NUP88	-4.125971471000001	3.69e-05
BRD-K39635970	DNAJA3	-4.482314747	7.38e-06
BRD-K39635970	JMJD6	-4.361377152	1.29e-05
BRD-K85616320	RAP1GAP	-4.1706751660000005	3.04e-05
BRD-K85616320	ITGAE	-5.090236242	3.5799999999999995e-07
BRD-K31262969	HMGCS1	-4.223040343	2.4100000000000003e-05
BRD-K86979665	PLK1	-4.229211268	2.35e-05
BRD-K86979665	RNH1	-4.415662356	1.01e-05
BRD-K86979665	KIAA1033	-4.1209064269999995	3.77e-05
BRD-K86979665	COTL1	-4.650559803	3.31e-06
BRD-K34092011	TRAP1	-4.317953346	1.57e-05
BRD-K34092011	TUFM	-4.733807337	2.2e-06
BRD-K26130452	S100A4	-4.978311504	6.41e-07
BRD-K07161233	ATP1B1	-4.6086063589999995	4.05e-06
BRD-K30211346	GSTM2	-5.257691866	1.4599999999999998e-07
BRD-K30211346	AKT1	-4.118256952	3.82e-05
BRD-K30211346	CHERP	-5.064232286	4.1e-07
BRD-K46544760	JMJD6	-4.177407017	2.95e-05
BRD-K41539131	FAM69A	-4.239553887	2.24e-05
BRD-K41539131	FBXO21	-4.61767881	3.88e-06
BRD-K67414432	COG4	-4.481796302	7.4e-06
BRD-K67414432	PLOD3	-5.101079874	3.38e-07
BRD-K67414432	HACD3	-4.099607378	4.14e-05
BRD-K15168329	NUSAP1	-4.084742493	4.41e-05
BRD-K15168329	ACD	-4.166835587	3.09e-05
BRD-K15168329	LONP1	-4.8180379030000005	1.45e-06
BRD-K09295900	RAP1GAP	-5.301088611	1.15e-07
BRD-K09295900	MACF1	-5.578626022000001	2.4199999999999998e-08
BRD-K51759637	RAC2	-4.0558028010000005	5e-05
BRD-K73261812	BLVRA	-5.751493223	8.85e-09
BRD-K48803730	LSM5	-6.049792374	1.45e-09
DCEBIO	GAPDH	-4.7781188619999995	1.77e-06
DCEBIO	PPP2R5A	-4.929915543	8.23e-07
DCEBIO	COTL1	-5.1800637410000006	2.22e-07
ARG-CSC2-23	GAPDH	-6.596796642999999	4.2e-11
BRD-K69616553	ITGAE	-5.313145857	1.08e-07
BRD-K83391808	GMNN	-5.13866119	2.77e-07
BRD-K27459043	CDK4	-4.120333736	3.78e-05
BRD-K27459043	CDC25B	-4.3732585539999995	1.22e-05
BRD-K27459043	GAPDH	-5.04306529	4.5799999999999995e-07
BRD-K27459043	TOMM34	-4.1057779000000005	4.03e-05
BRD-K48974000	THAP11	-4.098555792	4.16e-05
BRD-K35691352	RBM34	-4.452752273	8.48e-06
BRD-K06748700	HSPA8	-5.370441002000001	7.85e-08
BRD-K06748700	VPS28	-5.900643392	3.6200000000000003e-09
benzopurpurin-4b	ALDOA	-4.599041447	4.24e-06
BRD-K71746288	PGAM1	-4.362640328	1.29e-05
BRD-K71746288	ARFIP2	-4.3648634369999995	1.27e-05
BRD-K71746288	TIMM9	-5.421696798999999	5.9000000000000006e-08
BRD-K71746288	TPI1	-5.709488628	1.1299999999999999e-08
hippeastrine	VIM	-4.979720927	6.37e-07
hippeastrine	RPS4Y1	-4.979720927	6.37e-07
BRD-K75012089	GAPDH	-4.473346825	7.7e-06
BRD-K75012089	PNP	-4.2128585119999995	2.52e-05
BRD-K75012089	POP4	-4.190900647	2.78e-05
BRD-K75012089	GLRX	-4.08261964	4.45e-05
BRD-K75012089	LSM5	-4.372861942	1.23e-05
BRD-K75012089	CLTB	-4.248792863	2.15e-05
BRD-K75012089	TRIB3	-4.731433537	2.23e-06
BRD-K75012089	TIMP1	-4.665739918	3.08e-06
BRD-K75012089	GRB2	-4.63059383	3.65e-06
BRD-K79768170	NCOA3	-4.138098104	3.5e-05
BRD-K86758801	BAD	-4.061633734	4.8700000000000005e-05
BRD-K55149044	CCNE2	-4.275656648	1.91e-05
BRD-K55149044	DNTTIP2	-4.298588056	1.7199999999999998e-05
BRD-K55149044	JMJD6	-4.076131939	4.5799999999999995e-05
BRD-K87720600	CALM3	-4.569222934	4.9e-06
BRD-K87720600	SACM1L	-5.483941002000001	4.16e-08
BRD-K81814927	FOXO3	-5.194215338	2.0600000000000002e-07
BRD-K81814927	TBP	-5.72685047	1.02e-08
BRD-K81814927	SUZ12	-4.2843819000000005	1.83e-05
BRD-K81814927	RASA1	-4.714865987	2.42e-06
BRD-K81814927	PRKAG2	-4.333809648	1.47e-05
BRD-K81814927	CDC25A	-4.983851856	6.23e-07
BRD-K81814927	CDK7	-4.88930817	1.01e-06
BRD-K81814927	AXIN1	-5.378896366	7.49e-08
BRD-K81814927	CDC25B	-5.023714839	5.070000000000001e-07
BRD-K81814927	MAPKAPK2	-4.1498680839999995	3.3299999999999996e-05
BRD-K81814927	IGF1R	-4.343910717	1.4000000000000001e-05
BRD-K81814927	EZH2	-4.584579971	4.55e-06
BRD-K81814927	PAK4	-4.927752073	8.32e-07
BRD-K81814927	WIPF2	-4.716402843	2.4e-06
BRD-K81814927	RRP8	-5.010466968	5.429999999999999e-07
BRD-K81814927	XBP1	-4.418365328	9.95e-06
BRD-K81814927	CASC3	-5.863086526	4.54e-09
BRD-K81814927	TXLNA	-5.699139306	1.2e-08
BRD-K81814927	DNAJB1	-4.436585718	9.14e-06
BRD-K81814927	CCNA2	-4.3299210839999995	1.49e-05
BRD-K81814927	VAPB	-4.420444015	9.85e-06
BRD-K81814927	ZNF451	-5.1014985369999994	3.37e-07
BRD-K81814927	BLCAP	-5.630683339	1.79e-08
BRD-K81814927	ABCF3	-5.784803403	7.26e-09
BRD-K81814927	GLOD4	-5.278760867	1.3e-07
BRD-K81814927	NUP62	-4.664363965	3.1e-06
BRD-K81814927	TATDN2	-4.1637116469999995	3.13e-05
BRD-K81814927	KAT6A	-4.511296956	6.44e-06
BRD-K81814927	MAP3K4	-5.685692102999999	1.3e-08
BRD-K81814927	TJP1	-4.418899594	9.92e-06
BRD-K81814927	PIP4K2B	-5.3065187410000005	1.12e-07
BRD-K81814927	ECD	-4.8760287689999995	1.08e-06
BRD-K81814927	TIPARP	-4.09366121	4.2499999999999996e-05
BRD-K81814927	CYTH1	-4.636140848999999	3.55e-06
BRD-K81814927	MYO10	-5.549086121	2.8700000000000002e-08
BRD-K81814927	RNMT	-5.376752023	7.58e-08
BRD-K81814927	NET1	-4.321492893	1.55e-05
BRD-K81814927	GPATCH8	-4.699342511	2.61e-06
BRD-K81814927	EIF5	-4.264875962	2e-05
BRD-K81814927	DNAJB2	-4.1691212460000004	3.06e-05
BRD-K81814927	KCTD5	-4.263511547	2.01e-05
BRD-K81814927	GRB10	-4.828423577	1.38e-06
BRD-K81814927	ARID4B	-4.563115668	5.04e-06
BRD-K81814927	RPP38	-5.029355474	4.92e-07
BRD-K81814927	CCNF	-4.992475746	5.96e-07
BRD-K81814927	DDX10	-4.672711018	2.97e-06
BRD-K81814927	SNX11	-4.17329008	2.9999999999999997e-05
BRD-K81814927	CCP110	-4.051665195	5.0900000000000004e-05
BRD-K81814927	LASP1	-5.480480991	4.24e-08
BRD-K81814927	ZNF672	-5.236754456	1.6300000000000002e-07
BRD-K81814927	TNFAIP1	-4.787033975	1.69e-06
BRD-K81814927	AREL1	-5.427712823999999	5.71e-08
BRD-K81814927	BAZ1B	-5.030432434	4.89e-07
BRD-K81814927	SCAF8	-5.480025238	4.25e-08
BRD-K81814927	SETD1B	-4.623655249	3.77e-06
BRD-K81814927	ZC3H4	-5.183899848	2.17e-07
BRD-K81814927	ZBTB24	-5.372816815	7.75e-08
BRD-K81814927	KHDRBS1	-4.743008132	2.11e-06
BRD-K81814927	MARCKSL1	-4.57495973	4.76e-06
BRD-K81814927	DDX24	-4.87731607	1.08e-06
BRD-K81814927	PPP1CC	-4.610229791	4.02e-06
BRD-K81814927	PFKP	-4.827054197	1.39e-06
BRD-K81814927	ATP6V1B2	-4.803961907	1.56e-06
BRD-K81814927	SNRNP70	-5.73517799	9.740000000000002e-09
BRD-K81814927	AKR1B1	-5.27511418	1.33e-07
BRD-K81814927	UBAP2L	-4.871932976	1.11e-06
BRD-K81814927	WDR82	-4.995640319	5.86e-07
BRD-K81814927	RSRC2	-5.382222781	7.36e-08
BRD-K81814927	PPP2R2A	-4.865281143	1.14e-06
BRD-K81814927	BASP1	-5.551947014	2.8300000000000002e-08
BRD-K81814927	AFG3L2	-4.690495225	2.73e-06
BRD-K81814927	POLR2A	-5.875147363	4.220000000000001e-09
BRD-K81814927	PLCG1	-4.583838675	4.57e-06
BRD-K81814927	KIF13B	-4.729584941000001	2.25e-06
BRD-K81814927	CHSY1	-4.780085213	1.75e-06
BRD-K81814927	NUP98	-5.16840597	2.3600000000000002e-07
BRD-K81814927	TMEM11	-5.119362441	3.07e-07
BRD-K81814927	MED1	-5.274587422	1.33e-07
BRD-K81814927	UPF2	-4.705068252	2.54e-06
BRD-K81814927	FAM193A	-5.220120458	1.7899999999999997e-07
BRD-K81814927	ELK1	-4.858329679	1.18e-06
BRD-K81814927	TRIM32	-4.889437588	1.01e-06
BRD-K81814927	INTS9	-4.612618396	3.98e-06
BRD-K81814927	PURA	-4.710716557	2.47e-06
BRD-K81814927	TSC22D2	-5.445736158	5.16e-08
BRD-K81814927	RBM14	-4.67195443	2.98e-06
BRD-K81814927	DBF4	-4.649237599999999	3.33e-06
BRD-K81814927	CEP350	-4.785237523	1.71e-06
BRD-K81814927	BRPF1	-6.388367871	1.68e-10
BRD-K81814927	MIEF1	-4.7223578580000005	2.33e-06
BRD-K81814927	ZBTB11	-5.232233727	1.67e-07
BRD-K81814927	ARID4A	-4.809379802	1.51e-06
BRD-K81814927	GEMIN4	-5.043172563	4.5799999999999995e-07
BRD-K81814927	ALKBH1	-5.43721952	5.41e-08
BRD-K81814927	BLM	-5.247250416	1.54e-07
BRD-K81814927	GTF2E1	-4.98232436	6.28e-07
BRD-K81814927	CDK13	-4.920997255	8.61e-07
BRD-K81814927	ARHGAP12	-4.626000996	3.73e-06
BRD-K81814927	NCOR2	-4.841900292	1.29e-06
BRD-K81814927	DGKD	-4.997447912	5.81e-07
BRD-K81814927	POLR3D	-4.6679800469999995	3.04e-06
BRD-K81814927	NCOA6	-4.7079147930000005	2.5e-06
BRD-K81814927	DYRK1A	-5.0261484780000005	5e-07
BRD-K81814927	RAB5A	-5.116875047	3.11e-07
BRD-K81814927	XPC	-5.3321020269999995	9.71e-08
BRD-K81814927	UTP3	-5.502897581	3.7400000000000004e-08
BRD-K81814927	PSME3	-4.648104944	3.35e-06
BRD-K81814927	IKBKG	-4.941302353	7.76e-07
BRD-K81814927	CLIP2	-4.721708573	2.34e-06
BRD-K81814927	MIOS	-4.702203737	2.57e-06
BRD-K81814927	XPO6	-4.859349497	1.18e-06
BRD-K81814927	NIPA2	-5.162117213	2.4399999999999996e-07
BRD-K81814927	MRFAP1L1	-4.62914372	3.67e-06
BRD-K81814927	WAPL	-4.917278523	8.78e-07
BRD-K81814927	CHMP7	-5.271324226	1.35e-07
BRD-K81814927	FAM102A	-5.826820548	5.649999999999999e-09
BRD-K81814927	PDCD11	-5.334526708	9.58e-08
BRD-K81814927	SECISBP2L	-5.7474119120000005	9.06e-09
BRD-K81814927	YTHDC1	-4.908648695	9.170000000000001e-07
BRD-K81814927	AVL9	-4.930924185	8.179999999999999e-07
BRD-K81814927	SETD2	-5.745318448	9.17e-09
BRD-K81814927	NUP188	-5.034673795	4.79e-07
BRD-K81814927	RNF4	-5.334779902	9.57e-08
BRD-K81814927	LARP4	-5.1781128910000005	2.24e-07
BRD-K81814927	RCHY1	-4.601990966000001	4.18e-06
BRD-K81814927	YLPM1	-5.142781157	2.7100000000000003e-07
BRD-K81814927	MPHOSPH10	-4.694698311000001	2.67e-06
BRD-K81814927	ZNF282	-4.686667523000001	2.78e-06
BRD-K81814927	SEC24A	-4.849604415	1.24e-06
BRD-K81814927	CSTF2T	-5.136876061000001	2.79e-07
BRD-K81814927	GRAMD1B	-5.066342431	4.06e-07
BRD-K81814927	RANBP6	-4.795591739	1.62e-06
BRD-K81814927	NFRKB	-5.524983155	3.3e-08
BRD-K81814927	ZNF473	-4.7990703	1.59e-06
BRD-K81814927	RAD54L2	-5.136389981000001	2.8e-07
BRD-K81814927	AKAP10	-5.5410628	3.01e-08
BRD-K81814927	EDRF1	-5.787511267999999	7.1400000000000006e-09
BRD-K81814927	ZRSR2	-4.7791504069999995	1.76e-06
BRD-K81814927	MTMR4	-5.491075039	3.99e-08
BRD-K81814927	UPF3A	-4.924972574	8.440000000000001e-07
BRD-K81814927	PIAS2	-4.837340945	1.32e-06
BRD-K81814927	ARHGEF10	-4.698438868999999	2.62e-06
BRD-K81814927	WDR6	-5.643220532999999	1.67e-08
BRD-K81814927	UBE2Z	-4.752701026	2.01e-06
BRD-K81814927	HN1	-4.598682847	4.25e-06
BRD-K81814927	NPLOC4	-4.712478893	2.45e-06
BRD-K81814927	TPCN1	-5.401488057999999	6.61e-08
BRD-K81814927	MKRN2	-4.670177328	3.01e-06
BRD-K81814927	GGNBP2	-5.153332184	2.56e-07
BRD-K81814927	NOL8	-4.964691678	6.88e-07
BRD-K81814927	FAM208B	-4.675444833999999	2.93e-06
BRD-K81814927	ZWILCH	-4.584671038	4.55e-06
BRD-K81814927	FAM222B	-6.0969017139999995	1.0800000000000002e-09
BRD-K81814927	SMG8	-5.6476513310000005	1.63e-08
BRD-K81814927	JADE1	-4.652207474	3.28e-06
BRD-K81814927	TBC1D13	-5.637336313	1.73e-08
BRD-K81814927	EIF4ENIF1	-4.666114402	3.07e-06
BRD-K81814927	CWC25	-6.017152604	1.7800000000000003e-09
BRD-K81814927	RNF111	-4.955175155	7.23e-07
BRD-K81814927	GCC1	-5.7989515979999995	6.67e-09
BRD-K81814927	EFL1	-4.755470466	1.98e-06
BRD-K81814927	RHOF	-4.5979571319999994	4.27e-06
BRD-K81814927	DDX54	-5.195919719	2.0399999999999997e-07
BRD-K81814927	C2orf44	-5.004875817	5.59e-07
BRD-K81814927	TEFM	-5.746145959	9.13e-09
BRD-K81814927	CDK12	-5.899383065	3.65e-09
BRD-K81814927	RBM15	-4.826941857	1.39e-06
BRD-K81814927	FA2H	-5.01998602	5.17e-07
BRD-K81814927	COX15	-4.781275709	1.74e-06
BRD-K81814927	TDP1	-4.59600063	4.31e-06
BRD-K81814927	RNF220	-4.705155673	2.54e-06
BRD-K81814927	CASZ1	-4.732901313	2.21e-06
BRD-K81814927	USP48	-5.021648579	5.12e-07
BRD-K81814927	LRIF1	-4.570435584	4.87e-06
BRD-K81814927	KLHDC4	-4.7035906910000005	2.56e-06
BRD-K81814927	LSG1	-4.874471691	1.09e-06
BRD-K81814927	SETD5	-5.282019818	1.28e-07
BRD-K81814927	KANSL2	-5.746017077	9.140000000000001e-09
BRD-K81814927	SYNRG	-5.821928387000001	5.820000000000001e-09
BRD-K81814927	BIN3	-4.579950755	4.65e-06
BRD-K81814927	SAFB2	-5.615154316	1.96e-08
BRD-K81814927	CEP76	-5.325424303	1.0099999999999999e-07
BRD-K17983173	TRAPPC3	-4.6944543969999994	2.67e-06
BRD-K64523453	STUB1	-6.118129741000001	9.470000000000001e-10
BRD-K50171542	CTNND1	-4.901857993	9.49e-07
BRD-K50171542	MRPS12	-5.060162545	4.19e-07
BRD-K55502647	MRPS16	-4.816508505	1.46e-06
BRD-K31039264	APP	-4.055505013	5e-05
BRD-K23822091	PPP2R5E	-4.669999384	3.01e-06
BRD-K23822091	RFC2	-4.4548143289999995	8.4e-06
BRD-K23822091	DERA	-4.05110701	5.1e-05
sibutramine	NPEPL1	-4.39277808	1.12e-05
BRD-K36773541	ACAT2	-5.156293985	2.52e-07
BRD-K91662540	CTSD	-4.172462802	3.01e-05
BRD-K54408195	IPO13	-5.803210905	6.509999999999999e-09
BRD-K54408195	ATF5	-5.250944788	1.51e-07
BRD-K54408195	TRIB3	-6.988554966000001	2.78e-12
BRD-K54408195	HSPA9	-5.744521246000001	9.220000000000001e-09
BRD-K54408195	MEIS2	-4.865359095	1.14e-06
BRD-K86764949	GSTM2	-5.720713381	1.06e-08
BRD-K86764949	AKT1	-4.413461507	1.0199999999999999e-05
BRD-K86764949	HMGCS1	-5.896304309	3.7200000000000004e-09
BRD-K31380618	NPDC1	-4.827387655	1.38e-06
BRD-K90073570	MLEC	-4.630707911	3.64e-06
BRD-K90073570	BAD	-5.675166044	1.3899999999999999e-08
BRD-K90073570	NUP85	-4.929003464	8.27e-07
BRD-K66521855	RAC2	-4.6973778710000005	2.64e-06
BRD-K66521855	GAPDH	-4.473292635	7.7e-06
BRD-K66521855	FOS	-4.198312655	2.6899999999999997e-05
BRD-K04239420	KTN1	-5.06304546	4.1299999999999995e-07
BRD-K04239420	CD44	-4.828226143	1.38e-06
BRD-K65633533	ACD	-4.1995899439999995	2.6700000000000002e-05
BRD-K65633533	VPS28	-4.648621692	3.34e-06
BRD-K65633533	MEIS2	-6.011023595	1.84e-09
BRD-K60202068	MACF1	-5.647790012000001	1.63e-08
BRD-K60202068	THAP11	-4.521009687	6.15e-06
BRD-K96003120	CPSF4	-4.0802211889999995	4.5e-05
BRD-K23896287	NCK2	-4.12810463	3.66e-05
BRD-K23896287	ATMIN	-4.4153656219999995	1.01e-05
BRD-K23896287	PRPF4	-4.278202472	1.88e-05
BRD-K23896287	AKR1B1	-5.1291652889999995	2.91e-07
BRD-K23896287	COTL1	-4.620887475	3.82e-06
BRD-K23896287	GDF15	-5.076773183999999	3.84e-07
ARG-CSC-91	CDC25B	-4.756268565	1.97e-06
ARG-CSC-91	NUP85	-4.249025815	2.15e-05
ARG-CSC-91	CD44	-7.118707988	1.09e-12
BRD-K97629076	FKBP4	-4.215944652	2.49e-05
BRD-A93015352	TNIP1	-4.4216903069999995	9.79e-06
BRD-K09641113	KIF2C	-4.615534171	3.92e-06
BRD-K07442049	SPTLC2	-4.122700238999999	3.74e-05
BRD-K07442049	LSM5	-4.088967714	4.33e-05
BRD-K65455015	GOLT1B	-4.057591777	4.96e-05
PIK-90	ACBD3	-4.199368885	2.68e-05
PIK-90	MTHFD2	-4.992806046	5.95e-07
PIK-90	AHSA1	-4.607371683999999	4.08e-06
PIK-90	PSMD12	-6.193338385	5.89e-10
PIK-90	VDAC3	-4.790164443	1.67e-06
PIK-90	DDX27	-5.032609975	4.839999999999999e-07
BRD-K62676049	FKBP4	-4.581558595	4.62e-06
BRD-K25298922	TIMELESS	-4.066656258	4.77e-05
BRD-K25298922	TES	-4.660360379	3.16e-06
BRD-K90168790	PLA2G4A	-4.234978381	2.2899999999999998e-05
BRD-K90168790	CDC20	-8.053321255	8.060000000000001e-16
BRD-K90168790	CD44	-5.407471889	6.39e-08
BRD-K90168790	PFN1	-7.759065118	8.559999999999999e-15
BRD-K30958640	NUSAP1	-4.748781933	2.05e-06
tyrphostin-AG-82	ACOT9	-4.0694828339999995	4.71e-05
BRD-K10749532	NIPSNAP1	-4.792160065	1.65e-06
BRD-K10749532	MTHFD2	-4.3053674619999995	1.67e-05
BRD-K94655951	FZD1	-4.379193733	1.1900000000000001e-05
BRD-K94655951	PAFAH1B1	-4.3413987689999995	1.42e-05
BRD-K94655951	ZNF395	-4.529275646	5.92e-06
BRD-K94655951	HSPA4	-5.361722476000001	8.24e-08
BRD-K38210246	STAT5B	-5.316567082	1.06e-07
karakoline	OXA1L	-4.371771161	1.23e-05
karakoline	PDLIM1	-4.640251671000001	3.48e-06
karakoline	DSG2	-4.525094795	6.04e-06
BRD-K19471718	HIF1A	-5.247624872	1.54e-07
BRD-K19471718	BNIP3L	-4.427230228	9.55e-06
BRD-K19471718	CDK7	-4.759843439	1.94e-06
BRD-K19471718	MRPL19	-4.696844213	2.64e-06
BRD-K19471718	ABCF1	-4.068628488	4.73e-05
BRD-K19471718	TP53BP2	-4.056321945	4.99e-05
BRD-K81210389	CSNK1E	-4.402612203	1.07e-05
BRD-K40199965	APP	-4.433663628	9.26e-06
BRD-K70115829	PAFAH1B1	-4.577371801	4.71e-06
BRD-K70115829	PYCR1	-5.026519133	4.99e-07
BRD-K80666761	ATP1B1	-4.5456426	5.48e-06
BRD-K86895142	PLEKHM1	-4.1734094310000005	2.9999999999999997e-05
BRD-K50659736	CDK7	-5.745001705	9.19e-09
BRD-K50659736	RPN1	-4.153124533	3.28e-05
BRD-K50659736	PXN	-5.088944722	3.6e-07
BRD-K50659736	HSD17B10	-4.114866945	3.87e-05
BRD-K50659736	GNB5	-4.494695458	6.97e-06
BRD-K50659736	KTN1	-5.0293497160000005	4.92e-07
BRD-K50659736	MAPK9	-4.254235287	2.1e-05
BRD-K50659736	TP53BP2	-4.0729326210000005	4.6399999999999996e-05
BRD-K50659736	BLVRA	-4.4010754919999995	1.0800000000000002e-05
BRD-K50659736	RNH1	-4.171977017	3.02e-05
BRD-K50659736	NUSAP1	-5.19114587	2.0899999999999998e-07
BRD-K50659736	SCAND1	-4.0918365560000005	4.28e-05
BRD-K50659736	HMGCS1	-4.141027439	3.46e-05
BRD-K50659736	CANT1	-4.797402614	1.61e-06
BRD-K50659736	ITGAE	-4.412999944	1.0199999999999999e-05
BRD-K50659736	HACD3	-6.602712415	4.0400000000000004e-11
BRD-K50659736	PIK3C2B	-4.4191226189999995	9.91e-06
BRD-K50659736	TOR1A	-4.420622786	9.84e-06
BRD-K50659736	COG7	-5.854561852000001	4.78e-09
BRD-K50659736	EEF1A2	-5.495880077000001	3.8900000000000004e-08
BRD-K50659736	ANXA2	-4.970990581000001	6.66e-07
BRD-K70673311	FAS	-4.086083305	4.39e-05
BRD-K70673311	ITGAE	-4.075321987	4.6e-05
VU-0405166-2	RNH1	-4.133172354	3.5799999999999996e-05
VU-0405166-2	HMGCS1	-4.7859904680000005	1.7e-06
VU-0405166-2	BAG3	-4.2745645869999995	1.92e-05
BRD-K63903580	CALU	-4.439514805	9.02e-06
BRD-K63903580	GRWD1	-4.472225417	7.74e-06
BRD-K63903580	ACOT9	-6.019807	1.75e-09
BRD-K29957577	STAT3	-4.33012478	1.49e-05
BRD-K29957577	IPO13	-4.384845404	1.1599999999999999e-05
BRD-K71504944	CETN3	-4.411064296	1.0300000000000001e-05
BRD-K71504944	FIS1	-5.775581429	7.67e-09
BRD-K71504944	THAP11	-6.0243597520000005	1.7000000000000001e-09
dacomitinib	RPS5	-4.420857675	9.83e-06
dacomitinib	CIRBP	-4.346243266	1.3800000000000002e-05
dacomitinib	IER3	-5.238085183	1.62e-07
dacomitinib	SMC4	-4.099360347	4.14e-05
dacomitinib	RSU1	-4.856111458	1.2e-06
dacomitinib	PTPN12	-4.069932733	4.7e-05
dacomitinib	RGS2	-11.03007556	2.7400000000000006e-28
dacomitinib	PRSS23	-5.259964343	1.44e-07
dacomitinib	NUP88	-4.29766695	1.73e-05
dacomitinib	B4GAT1	-5.334531436000001	9.58e-08
dacomitinib	ST3GAL5	-8.665213117	4.51e-18
dacomitinib	MYCBP	-5.428553944	5.68e-08
dacomitinib	EML3	-4.116383655	3.85e-05
dacomitinib	RFC2	-4.235142562	2.2800000000000002e-05
dacomitinib	MRPL12	-4.64434384	3.41e-06
dacomitinib	DUSP4	-4.220609427	2.44e-05
dacomitinib	AURKA	-4.535116493	5.76e-06
dacomitinib	C2CD2L	-4.355259836	1.3300000000000001e-05
dacomitinib	HMGA2	-5.0051543689999995	5.58e-07
dacomitinib	TBPL1	-4.873497416	1.1e-06
dacomitinib	CDC42	-4.28839567	1.8e-05
dacomitinib	MLLT11	-4.1642631560000005	3.12e-05
dacomitinib	IGFBP3	-9.192477457999999	3.84e-20
dacomitinib	SNX6	-4.520565727	6.17e-06
dacomitinib	MIF	-5.184723556000001	2.16e-07
dacomitinib	PIH1D1	-4.786117419	1.7e-06
dacomitinib	FASTKD5	-4.357342365	1.32e-05
dacomitinib	GRWD1	-5.305086646	1.13e-07
dacomitinib	RPS13	-4.941182282	7.77e-07
dacomitinib	RPL27	-5.088172323	3.6200000000000004e-07
dacomitinib	ZPR1	-5.046129786	4.51e-07
dacomitinib	RPS15A	-5.584694805	2.3399999999999998e-08
dacomitinib	ARPC1A	-5.458467269	4.8e-08
dacomitinib	RPL31	-4.954918288	7.240000000000001e-07
dacomitinib	RCN1	-4.639801749	3.49e-06
dacomitinib	RPS29	-4.64568015	3.39e-06
dacomitinib	ABCE1	-5.402508827	6.57e-08
dacomitinib	CTR9	-5.057439221	4.25e-07
dacomitinib	LSM3	-4.757089336	1.96e-06
dacomitinib	RER1	-4.662296788	3.13e-06
